# THE TAKE Roblox hierarchy audit
# Source: TheTakeAudit.xml
# Geometry-heavy leaf instances are intentionally omitted.

02	Clouds	Workspace.Terrain.Clouds
01	Terrain	Workspace.Terrain
02	LocalScript	Workspace.Sprint on shift.SprintScript
01	Script	Workspace.Sprint on shift
02	Part	Workspace.introcameras.cam1
02	Part	Workspace.introcameras.cam2
01	Folder	Workspace.introcameras
01	IntValue	Workspace.BotCount
01	Sound	Workspace.Alarm
01	IntValue	Workspace.BotCapacity
01	IntValue	Workspace.MapTimer
01	Script	Workspace.MapLoader
01	StringValue	Workspace.MapNameNow
01	StringValue	Workspace.MusicCreatorNow
01	StringValue	Workspace.MapCreatorNow
01	StringValue	Workspace.MusicNameNow
01	IntValue	Workspace.TimeRemains
01	Script	Workspace.AudioScript
01	Part	Workspace.LobbyPart
01	Camera	Workspace.Camera
03	Folder	Workspace.TheTakeMenuScene.City_Template.CityTemplateBuildings
03	Folder	Workspace.TheTakeMenuScene.City_Template.Vehicles
03	Folder	Workspace.TheTakeMenuScene.City_Template.VFX
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.StreetMeshes.t_intersection
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.StreetMeshes.t_intersection
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.StreetMeshes.straight_90x22.5
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.StreetMeshes.straight_90x45
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.StreetMeshes.straight_90x22.5
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.StreetMeshes.straight_90x45
04	Folder	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.StreetMeshes
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Decals.Manhole_Roblox_01_A
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Decals.Road_Patch_02_A
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Decals.Road_Patch_02_A
06	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Decals.Street_Debris.StreetDebris_50x5
06	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Decals.Street_Debris.StreetDebris_50x5
06	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Decals.Street_Debris.StreetDebris_50x5
06	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Decals.Street_Debris.StreetDebris_50x5
06	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Decals.Street_Debris.StreetDebris_50x5
06	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Decals.Street_Debris.StreetDebris_50x5
06	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Decals.Street_Debris.StreetDebris_50x5
06	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Decals.Street_Debris.StreetDebris_50x5
06	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Decals.Street_Debris.StreetDebris_50x5
05	Folder	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Decals.Street_Debris
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Decals.Manhole_Roblox_01_A
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Decals.Road_Patch_02_A
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Decals.StreetWear_01
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Decals.Road_Patch_03_A
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Decals.Road_Patch_04_A
04	Folder	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Decals
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.StreetLights.StreetLamp_A
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.StreetLights.StreetLamp_A
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.StreetLights.StreetLamp_A
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.StreetLights.Streetlamp_B
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.StreetLights.Streetlamp_B
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.StreetLights.StreetLamp_A
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.StreetLights.Streetlamp_B
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.StreetLights.Streetlamp_B
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.StreetLights.StreetLamp_A
04	Folder	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.StreetLights
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Street_SetDressing.trashCan_a
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Street_SetDressing.mailBox
05	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Street_SetDressing.trashCan_a
10	ProximityPrompt	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Street_SetDressing.Park_Benches.parkBench_A.parkBenchWood.Click_Sit.ClickTrigger.ProximityPrompt
10	Script	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Street_SetDressing.Park_Benches.parkBench_A.parkBenchWood.Click_Sit.ClickTrigger.Script
08	Model	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Street_SetDressing.Park_Benches.parkBench_A.parkBenchWood.Click_Sit
10	ProximityPrompt	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Street_SetDressing.Park_Benches.parkBench_A.parkBenchWood.Click_Sit.ClickTrigger.ProximityPrompt
10	Script	Workspace.TheTakeMenuScene.City_Template.Streets_Sidewalks.Street_SetDressing.Park_Benches.parkBench_A.parkBenchWood.Click_Sit.ClickTrigger.Script
